Pueblo Dam,,,,,,,
PMF Snow Only,,,,,,,
PMF Only Snowmelt,,,,,,,
3100100021,,,,,,,
325,6577,,,,,,
325.5,6575,,,,,,
326,6574,,,,,,
326.5,6572,,,,,,
327,6570,,,,,,
327.5,6569,,,,,,
328,6567,,,,,,
328.5,6565,,,,,,
329,6563,,,,,,
329.5,6561,,,,,,
330,6559,,,,,,
330.5,6557,,,,,,
331,6555,,,,,,
331.5,6553,,,,,,
332,6551,,,,,,
332.5,6549,,,,,,
333,6546,,,,,,
333.5,6544,,,,,,
334,6542,,,,,,
334.5,6539,,,,,,
335,6536,,,,,,
335.5,6534,,,,,,
336,6531,,,,,,
336.5,6528,,,,,,
337,6525,,,,,,
337.5,6521,,,,,,
338,6518,,,,,,
338.5,6514,,,,,,
339,6511,,,,,,
339.5,6507,,,,,,
340,6503,,,,,,
340.5,6499,,,,,,
341,6495,,,,,,
341.5,6491,,,,,,
342,6486,,,,,,
342.5,6482,,,,,,
343,6477,,,,,,
343.5,6473,,,,,,
344,6468,,,,,,
344.5,6463,,,,,,
345,6458,,,,,,
345.5,6453,,,,,,
346,6448,,,,,,
346.5,6443,,,,,,
347,6437,,,,,,
347.5,6432,,,,,,
348,6427,,,,,,
348.5,6421,,,,,,
349,6415,,,,,,
349.5,6410,,,,,,
350,6404,,,,,,
350.5,6398,,,,,,
351,6392,,,,,,
351.5,6386,,,,,,
352,6380,,,,,,
352.5,6374,,,,,,
353,6368,,,,,,
353.5,6362,,,,,,
354,6356,,,,,,
354.5,6350,,,,,,
355,6343,,,,,,
355.5,6337,,,,,,
356,6331,,,,,,
356.5,6324,,,,,,
357,6318,,,,,,
357.5,6311,,,,,,
358,6305,,,,,,
358.5,6298,,,,,,
359,6292,,,,,,
359.5,6285,,,,,,
360,6279,,,,,,
9999,9999,,,,,,
4753.2,0,,,,,,
4754,5,,,,,,
4760,853,,,,,,
4770,5056,,,,,,
4780,11677,,,,,,
4790,20701,,,,,,
4800,32214,,,,,,
4810,46676,,,,,,
4820,64861,,,,,,
4830,86629,,,,,,
4840,112286,,,,,,
4850,141401,,,,,,
4860,174439,,,,,,
4870,212059,,,,,,
4880,254696,,,,,,
4890,303066,,,,,,
4900,357369,,,,,,
